# Data: frequency, amplitude, uncertainty in amplitude
0	-0.04955811745720115	0.001
0.004	-0.13567209437423436	0.0045
0.008	-0.1444568032816313	0.008
0.012	-0.05860338254907427	0.0115
0.016	0.09059256037003059	0.015
0.02	0.22937453084783893	0.0185
0.024	0.16472074046209512	0.022
0.028	0.09092860109324291	0.0255
0.032	-0.11743937064184963	0.0290
0.036	-0.3779773183193229	0.0325
0.040	-0.37246600609329183	0.0360
0.044	-0.059130632231976135	0.0395
0.048	0.30755386787822325	0.0430
0.052	0.9014985856683116	0.0465
0.056	1.5161188809778436	0.0500
0.060	1.5545216164580467	0.0535
0.064	1.6118302118139913	0.0570
0.068	1.150835508442564	0.0605
0.072	0.6289110338460308	0.0640
0.076	0.10318750197897844	0.0675
0.080	-0.397743950956268	0.0710
0.084	-0.43250824231751683	0.0745
0.088	-0.22082983855979313	0.0780
0.092	0.11912392620425502	0.0815
0.096	0.2582239034661145	0.0850
0.100	0.2142869580536882	0.0885
0.104	0.2580967136611338	0.0920
0.108	-0.18577895147079113	0.0955
0.112	-0.14208727987444425	0.0990
0.116	-0.06469686375326922	0.1025
0.120	-0.11520579789598909	0.1060
0.124	-0.1255323137819317	0.1095
0.128	0.3863070756489275	0.1130
0.132	-0.0991936667827646	0.1165
0.136	0.13246624501172544	0.1200
0.140	-0.0623114229004401	0.1235
0.144	-0.1834244643041704	0.1270
0.148	0.19914276068433046	0.1305
0.152	-0.10506111521653758	0.1340
0.156	-0.05071178753047783	0.1375
0.160	0.14763697811778198	0.1410
0.164	0.0902386595362954	0.1445
0.168	0.2236886426123071	0.1480
0.172	-0.08566340535456277	0.1515
0.176	-0.14998816842795543	0.1550
0.180	0.22458680199489886	0.1585
0.184	0.14195431015829205	0.1620
0.188	-0.07964494671501546	0.1655
0.192	0.2654119858450411	0.1690
0.196	0.05194767197083503	0.1725
0.200	-0.02511896659755242	0.1760
0.204	0.03891178934064857	0.1795
0.208	0.1595227226621973	0.1830
0.212	0.045100700634028566	0.1865
